"spende","datum"
30,2017-09-13
100,2017-09-13
100,2017-09-13
30,2017-09-13
100,2017-09-13
100,2017-09-13
30,2017-09-13
10,2017-09-13
100,2017-09-13
20,2017-09-13
100,2017-09-13
25,2017-09-13
20,2017-09-13
20,2017-09-13
100,2017-09-13
30,2017-09-13
30,2017-09-13
20,2017-09-13
10,2017-09-13
20,2017-09-13
50,2017-09-13
100,2017-09-13
100,2017-09-13
10,2017-09-13
20,2017-09-13
20,2017-09-13
50,2017-09-13
20,2017-09-13
15,2017-09-13
100,2017-09-13
100,2017-09-13
100,2017-09-13
100,2017-09-13
100,2017-09-13
50,2017-09-13
50,2017-09-13
50,2017-09-13
100,2017-09-13
100,2017-09-13
50,2017-09-13
100,2017-09-13
20,2017-09-13
50,2017-09-13
20,2017-09-13
25,2017-09-13
20,2017-09-13
200,2017-09-13
50,2017-09-13
20,2017-09-13
50,2017-09-13
25,2017-09-13
100,2017-09-13
30,2017-09-13
500,2017-09-12
100,2017-09-12
350,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
500,2017-09-12
50,2017-09-12
50,2017-09-12
100,2017-09-12
100,2017-09-12
20,2017-09-12
10,2017-09-12
50,2017-09-12
50,2017-09-12
50,2017-09-12
20,2017-09-12
20,2017-09-12
50,2017-09-12
20,2017-09-12
100,2017-09-12
250,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
50,2017-09-12
20,2017-09-12
100,2017-09-12
250,2017-09-12
50,2017-09-12
10,2017-09-12
100,2017-09-12
20,2017-09-12
30,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
20,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
20,2017-09-12
100,2017-09-12
100,2017-09-12
10,2017-09-12
300,2017-09-12
10,2017-09-12
100,2017-09-12
20,2017-09-12
20,2017-09-12
20,2017-09-12
100,2017-09-12
100,2017-09-12
100,2017-09-12
100,2017-09-12
30,2017-09-12
20,2017-09-12
6,2017-09-12
51,2017-09-12
50,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
20,2017-09-12
20,2017-09-12
50,2017-09-12
100,2017-09-12
50,2017-09-12
50,2017-09-12
20,2017-09-12
15,2017-09-12
100,2017-09-12
20,2017-09-12
50,2017-09-12
20,2017-09-12
100,2017-09-12
30,2017-09-12
10,2017-09-12
20,2017-09-12
100,2017-09-12
20,2017-09-12
100,2017-09-12
20,2017-09-12
100,2017-09-12
10,2017-09-12
100,2017-09-12
30,2017-09-12
100,2017-09-12
100,2017-09-12
100,2017-09-12
20,2017-09-12
20,2017-09-12
20,2017-09-12
10,2017-09-12
30,2017-09-12
30,2017-09-12
50,2017-09-12
50,2017-09-12
50,2017-09-12
40,2017-09-12
100,2017-09-12
100,2017-09-12
100,2017-09-12
20,2017-09-12
50,2017-09-12
200,2017-09-12
100,2017-09-12
30,2017-09-12
10,2017-09-12
50,2017-09-12
10,2017-09-12
70,2017-09-12
100,2017-09-12
100,2017-09-12
20,2017-09-12
10,2017-09-12
20,2017-09-12
50,2017-09-12
100,2017-09-12
40,2017-09-12
100,2017-09-12
40,2017-09-12
30,2017-09-12
100,2017-09-12
100,2017-09-12
50,2017-09-12
200,2017-09-12
20,2017-09-12
50,2017-09-12
50,2017-09-12
100,2017-09-12
100,2017-09-12
50,2017-09-12
50,2017-09-12
50,2017-09-12
50,2017-09-12
300,2017-09-12
20,2017-09-12
20,2017-09-12
100,2017-09-12
20,2017-09-12
10,2017-09-12
10,2017-09-12
15,2017-09-12
20,2017-09-12
100,2017-09-12
30,2017-09-12
50,2017-09-12
50,2017-09-12
15,2017-09-12
10,2017-09-12
30,2017-09-12
300,2017-09-12
20,2017-09-12
65,2017-09-12
15,2017-09-12
100,2017-09-12
50,2017-09-12
100,2017-09-12
50,2017-09-12
200,2017-09-12
50,2017-09-12
100,2017-09-12
50,2017-09-12
20,2017-09-12
20,2017-09-12
100,2017-09-12
50,2017-09-12
10,2017-09-12
100,2017-09-12
50,2017-09-12
30,2017-09-12
20,2017-09-12
10,2017-09-12
30,2017-09-12
20,2017-09-12
201,2017-09-12
5,2017-09-12
5,2017-09-11
20,2017-09-11
20,2017-09-11
100,2017-09-11
1,2017-09-11
50,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
150,2017-09-11
20,2017-09-11
50,2017-09-11
100,2017-09-11
100,2017-09-11
500,2017-09-11
50,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
30,2017-09-11
20,2017-09-11
15,2017-09-11
20,2017-09-11
100,2017-09-11
20,2017-09-11
20,2017-09-11
50,2017-09-11
100,2017-09-11
20,2017-09-11
100,2017-09-11
50,2017-09-11
20,2017-09-11
20,2017-09-11
20,2017-09-11
20,2017-09-11
10,2017-09-11
10,2017-09-11
50,2017-09-11
10,2017-09-11
50,2017-09-11
10,2017-09-11
10,2017-09-11
20,2017-09-11
50,2017-09-11
20,2017-09-11
100,2017-09-11
50,2017-09-11
100,2017-09-11
20,2017-09-11
100,2017-09-11
150,2017-09-11
100,2017-09-11
100,2017-09-11
10,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
40,2017-09-11
100,2017-09-11
250,2017-09-11
100,2017-09-11
300,2017-09-11
50,2017-09-11
20,2017-09-11
20,2017-09-11
100,2017-09-11
100,2017-09-11
30,2017-09-11
505,2017-09-11
100,2017-09-11
50,2017-09-11
50,2017-09-11
200,2017-09-11
30,2017-09-11
20,2017-09-11
30,2017-09-11
3400,2017-09-11
50,2017-09-11
100,2017-09-11
100,2017-09-11
50,2017-09-11
10,2017-09-11
20,2017-09-11
100,2017-09-11
1000,2017-09-11
20,2017-09-11
100,2017-09-11
50,2017-09-11
50,2017-09-11
20,2017-09-11
15,2017-09-11
100,2017-09-11
100,2017-09-11
500,2017-09-11
10,2017-09-11
50,2017-09-11
30,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
5,2017-09-11
50,2017-09-11
20,2017-09-11
10,2017-09-11
100,2017-09-11
3000,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
500,2017-09-11
10,2017-09-11
150,2017-09-11
100,2017-09-11
1500,2017-09-11
50,2017-09-11
35,2017-09-11
50,2017-09-11
100,2017-09-11
100,2017-09-11
20,2017-09-11
10,2017-09-11
20,2017-09-11
100,2017-09-11
50,2017-09-11
50,2017-09-11
200,2017-09-11
100,2017-09-11
30,2017-09-11
100,2017-09-11
50,2017-09-11
3400,2017-09-11
20,2017-09-11
10,2017-09-11
20,2017-09-11
1271,2017-09-11
100,2017-09-11
20,2017-09-11
20,2017-09-11
100,2017-09-11
50,2017-09-11
100,2017-09-11
100,2017-09-11
20,2017-09-11
200,2017-09-11
20,2017-09-11
50,2017-09-11
100,2017-09-11
10,2017-09-11
100,2017-09-11
15,2017-09-11
100,2017-09-11
100,2017-09-11
30,2017-09-11
200,2017-09-11
300,2017-09-11
500,2017-09-11
20,2017-09-11
100,2017-09-11
10,2017-09-11
20,2017-09-11
100,2017-09-11
20,2017-09-11
300,2017-09-11
100,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
50,2017-09-11
20,2017-09-11
500,2017-09-11
200,2017-09-11
50,2017-09-11
100,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
5,2017-09-11
20,2017-09-11
50,2017-09-11
30,2017-09-11
250,2017-09-11
20,2017-09-11
100,2017-09-11
30,2017-09-11
20,2017-09-11
10,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
50,2017-09-11
30,2017-09-11
50,2017-09-11
100,2017-09-11
15,2017-09-11
20,2017-09-11
100,2017-09-11
100,2017-09-11
150,2017-09-11
150,2017-09-11
100,2017-09-11
20,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
10,2017-09-11
20,2017-09-11
100,2017-09-11
100,2017-09-11
20,2017-09-11
50,2017-09-11
50,2017-09-11
100,2017-09-11
100,2017-09-11
50,2017-09-10
100,2017-09-10
20,2017-09-10
100,2017-09-10
10,2017-09-10
100,2017-09-10
2000,2017-09-10
10,2017-09-09
20,2017-09-09
500,2017-09-09
20,2017-09-09
100,2017-09-09
100,2017-09-09
10,2017-09-09
20,2017-09-09
100,2017-09-09
50,2017-09-08
20,2017-09-08
100,2017-09-08
1000,2017-09-08
20,2017-09-08
10,2017-09-08
250,2017-09-08
100,2017-09-08
50,2017-09-08
100,2017-09-08
50,2017-09-07
100,2017-09-07
20,2017-09-07
500,2017-09-07
10,2017-09-07
100,2017-09-07
50,2017-09-07
50,2017-09-07
10,2017-09-07
100,2017-09-07
20,2017-09-07
20,2017-09-07
100,2017-09-07
100,2017-09-07
100,2017-09-07
20,2017-09-06
200,2017-09-06
20,2017-09-06
20,2017-09-06
200,2017-09-06
100,2017-09-06
60,2017-09-06
50,2017-09-06
100,2017-09-06
50,2017-09-06
100,2017-09-06
50,2017-09-06
20,2017-09-06
100,2017-09-06
50,2017-09-06
20,2017-09-05
50,2017-09-05
50,2017-09-05
50,2017-09-05
50,2017-09-05
50,2017-09-05
20,2017-09-05
20,2017-09-05
20,2017-09-05
70,2017-09-05
300,2017-09-05
20,2017-09-05
100,2017-09-05
20,2017-09-04
100,2017-09-04
100,2017-09-04
20,2017-09-04
20,2017-09-04
100,2017-09-04
500,2017-09-04
2950,2017-09-04
50,2017-09-04
500,2017-09-04
10,2017-09-04
29,2017-09-04
50,2017-09-03
100,2017-09-03
500,2017-09-03
51,2017-09-03
100,2017-09-03
50,2017-09-03
100,2017-09-03
100,2017-09-02
20,2017-09-02
20,2017-09-02
50,2017-09-02
100,2017-09-01
250,2017-09-01
50,2017-09-01
10,2017-09-01
100,2017-09-01
50,2017-09-01
50,2017-09-01
100,2017-08-31
50,2017-08-31
100,2017-08-31
50,2017-08-31
100,2017-08-31
100,2017-08-31
20,2017-08-31
20,2017-08-31
20,2017-08-31
10,2017-08-31
50,2017-08-31
50,2017-08-31
100,2017-08-31
50,2017-08-31
50,2017-08-31
25,2017-08-31
20,2017-08-31
10,2017-08-31
100,2017-08-31
100,2017-08-31
500,2017-08-31
150,2017-08-31
100,2017-08-31
50,2017-08-31
50,2017-08-31
10,2017-08-31
50,2017-08-31
100,2017-08-31
20,2017-08-31
50,2017-08-31
20,2017-08-31
100,2017-08-31
100,2017-08-31
100,2017-08-31
50,2017-08-31
25,2017-08-31
10,2017-08-31
50,2017-08-31
10,2017-08-31
100,2017-08-31
100,2017-08-31
20,2017-08-31
100,2017-08-31
10,2017-08-31
100,2017-08-31
100,2017-08-31
20,2017-08-31
100,2017-08-31
50,2017-08-31
50,2017-08-31
100,2017-08-31
20,2017-08-31
10,2017-08-31
40,2017-08-31
10,2017-08-31
500,2017-08-31
200,2017-08-31
200,2017-08-31
100,2017-08-31
100,2017-08-31
100,2017-08-31
50,2017-08-31
50,2017-08-31
10,2017-08-30
50,2017-08-30
150,2017-08-30
100,2017-08-30
30,2017-08-30
20,2017-08-29
100,2017-08-29
20,2017-08-29
25,2017-08-29
100,2017-08-29
1000,2017-08-29
500,2017-08-29
200,2017-08-29
25,2017-08-29
5,2017-08-28
10,2017-08-28
100,2017-08-28
100,2017-08-28
20,2017-08-28
10,2017-08-28
100,2017-08-28
50,2017-08-28
100,2017-08-28
20,2017-08-28
10,2017-08-28
200,2017-08-28
100,2017-08-28
1000,2017-08-28
50,2017-08-28
50,2017-08-28
100,2017-08-28
30,2017-08-28
30,2017-08-28
100,2017-08-27
100,2017-08-27
50,2017-08-27
100,2017-08-26
20,2017-08-26
10,2017-08-26
50,2017-08-25
50,2017-08-25
50,2017-08-25
1000,2017-08-25
100,2017-08-25
50,2017-08-25
10,2017-08-24
100,2017-08-24
100,2017-08-23
100,2017-08-23
100,2017-08-23
50,2017-08-23
50,2017-08-23
30,2017-08-23
20,2017-08-22
20,2017-08-22
500,2017-08-22
50,2017-08-22
1000,2017-08-22
50,2017-08-21
1000,2017-08-21
1000,2017-08-21
100,2017-08-21
50,2017-08-21
50,2017-08-21
20,2017-08-21
20,2017-08-20
10,2017-08-20
20,2017-08-20
100,2017-08-19
50,2017-08-19
50,2017-08-18
100,2017-08-18
20,2017-08-18
10,2017-08-18
50,2017-08-18
1,2017-08-18
20,2017-08-18
20,2017-08-18
25,2017-08-18
13,2017-08-18
100,2017-08-18
50,2017-08-18
30,2017-08-18
50,2017-08-18
100,2017-08-18
50,2017-08-18
20,2017-08-18
100,2017-08-18
3300,2017-08-18
20,2017-08-18
80,2017-08-18
100,2017-08-18
200,2017-08-18
300,2017-08-18
200,2017-08-18
50,2017-08-18
10,2017-08-18
10,2017-08-18
100,2017-08-18
50,2017-08-18
500,2017-08-18
10,2017-08-18
20,2017-08-18
50,2017-08-18
100,2017-08-18
100,2017-08-17
50,2017-08-17
50,2017-08-17
500,2017-08-17
100,2017-08-17
50,2017-08-17
10,2017-08-17
1000,2017-08-17
20,2017-08-17
100,2017-08-17
50,2017-08-17
500,2017-08-17
10,2017-08-17
100,2017-08-17
50,2017-08-17
100,2017-08-16
100,2017-08-16
20,2017-08-16
20,2017-08-16
100,2017-08-16
100,2017-08-16
100,2017-08-16
100,2017-08-15
50,2017-08-15
100,2017-08-15
100,2017-08-14
20,2017-08-14
100,2017-08-14
10,2017-08-14
200,2017-08-14
200,2017-08-14
50,2017-08-13
100,2017-08-13
15,2017-08-12
10,2017-08-12
100,2017-08-12
100,2017-08-12
50,2017-08-12
50,2017-08-11
20,2017-08-11
20,2017-08-11
50,2017-08-11
20,2017-08-11
100,2017-08-11
20,2017-08-11
20,2017-08-11
50,2017-08-11
100,2017-08-11
20,2017-08-11
100,2017-08-11
50,2017-08-11
20,2017-08-11
20,2017-08-11
20,2017-08-11
20,2017-08-11
10,2017-08-11
10,2017-08-11
50,2017-08-11
10,2017-08-11
50,2017-08-11
10,2017-08-11
10,2017-08-11
20,2017-08-11
50,2017-08-11
20,2017-08-11
100,2017-08-11
50,2017-08-11
100,2017-08-11
20,2017-08-11
100,2017-08-11
150,2017-08-11
100,2017-08-11
10,2017-08-11
50,2017-08-11
50,2017-08-11
50,2017-08-11
100,2017-08-10
50,2017-08-10
20,2017-08-10
20,2017-08-10
200,2017-08-10
500,2017-08-10
3400,2017-08-10
3400,2017-08-10
100,2017-08-10
100,2017-08-10
50,2017-08-10
50,2017-08-10
30,2017-08-09
50,2017-08-09
22,2017-08-09
100,2017-08-09
20,2017-08-09
50,2017-08-09
50,2017-08-09
80,2017-08-09
50,2017-08-09
150,2017-08-09
200,2017-08-09
50,2017-08-08
250,2017-08-08
100,2017-08-08
300,2017-08-08
20,2017-08-08
100,2017-08-08
10,2017-08-08
1000,2017-08-08
25,2017-08-08
10,2017-08-08
3495,2017-08-08
3490,2017-08-08
20,2017-08-08
100,2017-08-08
50,2017-08-08
50,2017-08-08
30,2017-08-08
20,2017-08-08
88,2017-08-08
50,2017-08-07
25,2017-08-07
30,2017-08-07
50,2017-08-07
10,2017-08-07
20,2017-08-07
100,2017-08-07
50,2017-08-07
10,2017-08-07
4,2017-08-07
200,2017-08-07
30,2017-08-07
3400,2017-08-07
20,2017-08-06
100,2017-08-06
50,2017-08-06
20,2017-08-06
100,2017-08-06
50,2017-08-06
50,2017-08-06
20,2017-08-06
5,2017-08-06
100,2017-08-06
50,2017-08-06
50,2017-08-06
50,2017-08-05
50,2017-08-05
100,2017-08-05
20,2017-08-05
15,2017-08-05
50,2017-08-05
10,2017-08-05
20,2017-08-05
20,2017-08-05
15,2017-08-05
200,2017-08-05
20,2017-08-05
50,2017-08-04
50,2017-08-04
100,2017-08-04
600,2017-08-04
3000,2017-08-04
3000,2017-08-04
3000,2017-08-04
100,2017-08-04
100,2017-08-04
100,2017-08-04
50,2017-08-04
20,2017-08-04
200,2017-08-04
100,2017-08-04
200,2017-08-04
100,2017-08-04
100,2017-08-04
50,2017-08-04
100,2017-08-04
200,2017-08-04
30,2017-08-04
20,2017-08-04
100,2017-08-04
150,2017-08-04
100,2017-08-04
50,2017-08-04
50,2017-08-04
100,2017-08-04
20,2017-08-04
100,2017-08-04
100,2017-08-04
500,2017-08-04
100,2017-08-04
500,2017-08-04
100,2017-08-04
50,2017-08-04
50,2017-08-04
50,2017-08-04
1000,2017-08-04
100,2017-08-04
3000,2017-08-04
50,2017-08-04
100,2017-08-04
100,2017-08-04
100,2017-08-04
100,2017-08-04
1000,2017-08-04
50,2017-08-04
1000,2017-08-04
25,2017-08-04
130,2017-08-04
50,2017-08-04
100,2017-08-04
100,2017-08-04
50,2017-08-04
50,2017-08-04
200,2017-08-04
100,2017-08-04
200,2017-08-04
50,2017-08-04
50,2017-08-04
50,2017-08-04
500,2017-08-04
70,2017-08-04
100,2017-08-04
2500,2017-08-04
100,2017-08-04
500,2017-08-04
50,2017-08-04
47,2017-08-04
100,2017-08-04
100,2017-08-04
100,2017-08-04
50,2017-08-04
500,2017-08-04
200,2017-08-04
30,2017-08-04
50,2017-08-04
50,2017-08-04
118,2017-08-04
50,2017-08-04
25,2017-08-04
50,2017-08-04
100,2017-08-04
20,2017-08-04
50,2017-08-04
10,2017-08-04
180,2017-08-04
100,2017-08-04
100,2017-08-04
100,2017-08-04
20,2017-08-03
20,2017-08-03
50,2017-08-03
50,2017-08-03
2000,2017-08-03
120,2017-08-03
50,2017-08-03
50,2017-08-03
50,2017-08-03
50,2017-08-03
50,2017-08-03
100,2017-08-02
100,2017-08-02
100,2017-08-02
50,2017-08-02
100,2017-08-02
200,2017-08-02
50,2017-08-02
40,2017-08-02
50,2017-08-02
100,2017-08-02
50,2017-08-02
10,2017-08-02
200,2017-08-02
100,2017-08-02
100,2017-08-02
100,2017-08-01
100,2017-08-01
150,2017-08-01
100,2017-08-01
400,2017-08-01
50,2017-08-01
10,2017-08-01
10,2017-08-01
50,2017-08-01
10,2017-08-01
10,2017-08-01
100,2017-08-01
50,2017-07-31
50,2017-07-31
100,2017-07-31
10,2017-07-31
20,2017-07-31
50,2017-07-31
20,2017-07-31
50,2017-07-31
100,2017-07-31
20,2017-07-31
50,2017-07-31
10,2017-07-31
20,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
50,2017-07-31
20,2017-07-31
125,2017-07-31
20,2017-07-31
50,2017-07-31
250,2017-07-31
20,2017-07-31
100,2017-07-31
200,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
500,2017-07-31
100,2017-07-31
500,2017-07-31
100,2017-07-31
100,2017-07-31
50,2017-07-31
13,2017-07-31
50,2017-07-31
88,2017-07-31
50,2017-07-31
20,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
1000,2017-07-31
500,2017-07-31
200,2017-07-31
10,2017-07-31
50,2017-07-31
100,2017-07-31
2000,2017-07-31
150,2017-07-31
10,2017-07-31
202,2017-07-31
150,2017-07-31
100,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
50,2017-07-31
500,2017-07-31
50,2017-07-31
1000,2017-07-31
100,2017-07-31
50,2017-07-31
500,2017-07-31
100,2017-07-31
50,2017-07-31
10,2017-07-31
50,2017-07-31
500,2017-07-31
500,2017-07-31
50,2017-07-31
100,2017-07-31
500,2017-07-31
50,2017-07-31
20,2017-07-31
100,2017-07-31
50,2017-07-31
25,2017-07-31
50,2017-07-31
20,2017-07-31
100,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
500,2017-07-31
20,2017-07-31
100,2017-07-31
10,2017-07-31
100,2017-07-31
50,2017-07-31
100,2017-07-31
10,2017-07-31
100,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
50,2017-07-31
500,2017-07-31
100,2017-07-31
100,2017-07-31
100,2017-07-31
20,2017-07-31
100,2017-07-31
20,2017-07-31
25,2017-07-31
500,2017-07-31
100,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
100,2017-07-31
100,2017-07-31
20,2017-07-31
100,2017-07-31
100,2017-07-31
1000,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
1000,2017-07-31
150,2017-07-31
100,2017-07-31
50,2017-07-31
100,2017-07-31
50,2017-07-31
20,2017-07-31
100,2017-07-31
30,2017-07-31
50,2017-07-31
75,2017-07-31
100,2017-07-31
50,2017-07-31
20,2017-07-31
300,2017-07-31
50,2017-07-31
25,2017-07-31
100,2017-07-31
300,2017-07-31
100,2017-07-31
100,2017-07-31
25,2017-07-31
1000,2017-07-31
10,2017-07-31
50,2017-07-31
50,2017-07-31
500,2017-07-31
100,2017-07-31
1000,2017-07-31
50,2017-07-31
10,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
60,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
100,2017-07-31
20,2017-07-31
100,2017-07-31
100,2017-07-31
1000,2017-07-31
100,2017-07-31
100,2017-07-31
3499,2017-07-31
50,2017-07-31
50,2017-07-31
25,2017-07-31
100,2017-07-31
50,2017-07-31
20,2017-07-31
50,2017-07-31
20,2017-07-31
100,2017-07-31
20,2017-07-31
10,2017-07-31
100,2017-07-31
100,2017-07-31
20,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
50,2017-07-31
20,2017-07-31
50,2017-07-31
10,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
50,2017-07-31
20,2017-07-31
20,2017-07-31
3,2017-07-31
300,2017-07-31
10,2017-07-31
50,2017-07-31
400,2017-07-31
20,2017-07-31
50,2017-07-31
500,2017-07-31
150,2017-07-31
100,2017-07-31
50,2017-07-31
50,2017-07-31
100,2017-07-31
100,2017-07-31
20,2017-07-31
50,2017-07-31
100,2017-07-31
200,2017-07-31
20,2017-07-31
500,2017-07-31
300,2017-07-31
50,2017-07-30
50,2017-07-30
20,2017-07-30
10,2017-07-30
100,2017-07-30
50,2017-07-30
20,2017-07-30
150,2017-07-30
150,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
200,2017-07-30
50,2017-07-30
20,2017-07-30
100,2017-07-30
100,2017-07-30
10,2017-07-30
100,2017-07-30
10,2017-07-30
50,2017-07-30
100,2017-07-30
150,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
100,2017-07-30
150,2017-07-30
100,2017-07-30
100,2017-07-30
20,2017-07-30
100,2017-07-30
10,2017-07-30
20,2017-07-30
20,2017-07-30
500,2017-07-30
50,2017-07-30
20,2017-07-30
100,2017-07-30
15,2017-07-30
100,2017-07-30
100,2017-07-30
50,2017-07-30
20,2017-07-30
20,2017-07-30
50,2017-07-30
500,2017-07-30
500,2017-07-30
100,2017-07-30
100,2017-07-30
20,2017-07-30
100,2017-07-30
100,2017-07-30
70,2017-07-30
20,2017-07-30
100,2017-07-30
200,2017-07-30
70,2017-07-30
50,2017-07-30
100,2017-07-30
50,2017-07-30
50,2017-07-30
10,2017-07-30
1000,2017-07-30
150,2017-07-30
20,2017-07-30
100,2017-07-30
50,2017-07-30
500,2017-07-30
100,2017-07-30
100,2017-07-30
10,2017-07-30
20,2017-07-30
50,2017-07-30
100,2017-07-30
50,2017-07-30
20,2017-07-30
50,2017-07-30
100,2017-07-30
100,2017-07-30
20,2017-07-30
50,2017-07-30
300,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
20,2017-07-30
20,2017-07-30
50,2017-07-30
100,2017-07-30
50,2017-07-30
100,2017-07-30
50,2017-07-30
10,2017-07-30
500,2017-07-30
20,2017-07-30
100,2017-07-30
100,2017-07-30
100,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
100,2017-07-30
20,2017-07-30
50,2017-07-30
100,2017-07-30
100,2017-07-30
50,2017-07-30
100,2017-07-30
10,2017-07-30
50,2017-07-30
100,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
100,2017-07-30
100,2017-07-30
50,2017-07-30
100,2017-07-30
20,2017-07-30
50,2017-07-30
60,2017-07-30
100,2017-07-30
50,2017-07-30
50,2017-07-30
50,2017-07-30
100,2017-07-30
250,2017-07-30
20,2017-07-30
100,2017-07-30
50,2017-07-30
100,2017-07-30
3350,2017-07-30
200,2017-07-30
50,2017-07-30
100,2017-07-30
20,2017-07-30
100,2017-07-30
100,2017-07-30
50,2017-07-30
20,2017-07-30
30,2017-07-30
30,2017-07-30
50,2017-07-30
100,2017-07-30
100,2017-07-30
20,2017-07-30
100,2017-07-30
100,2017-07-30
20,2017-07-30
250,2017-07-29
20,2017-07-29
500,2017-07-29
50,2017-07-29
50,2017-07-29
100,2017-07-29
50,2017-07-29
50,2017-07-29
20,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
10,2017-07-29
60,2017-07-29
100,2017-07-29
20,2017-07-29
50,2017-07-29
50,2017-07-29
20,2017-07-29
500,2017-07-29
100,2017-07-29
100,2017-07-29
70,2017-07-29
20,2017-07-29
500,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
20,2017-07-29
100,2017-07-29
50,2017-07-29
20,2017-07-29
50,2017-07-29
200,2017-07-29
100,2017-07-29
150,2017-07-29
20,2017-07-29
50,2017-07-29
50,2017-07-29
50,2017-07-29
50,2017-07-29
500,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
100,2017-07-29
25,2017-07-29
20,2017-07-29
50,2017-07-29
100,2017-07-29
100,2017-07-29
50,2017-07-29
20,2017-07-29
10,2017-07-28
500,2017-07-28
20,2017-07-28
100,2017-07-28
10,2017-07-28
100,2017-07-28
1000,2017-07-28
250,2017-07-28
500,2017-07-28
20,2017-07-28
50,2017-07-28
50,2017-07-28
100,2017-07-28
20,2017-07-28
100,2017-07-28
1500,2017-07-28
10,2017-07-28
10,2017-07-28
77,2017-07-28
100,2017-07-28
20,2017-07-28
100,2017-07-28
100,2017-07-28
50,2017-07-28
200,2017-07-28
3500,2017-07-28
200,2017-07-28
50,2017-07-28
100,2017-07-28
200,2017-07-28
200,2017-07-28
200,2017-07-28
100,2017-07-28
1000,2017-07-28
50,2017-07-28
1000,2017-07-28
100,2017-07-28
100,2017-07-28
3400,2017-07-28
200,2017-07-28
150,2017-07-28
100,2017-07-28
3500,2017-07-28
100,2017-07-28
3500,2017-07-28
100,2017-07-28
3500,2017-07-28
3500,2017-07-28
3500,2017-07-28
100,2017-07-28
100,2017-07-28
100,2017-07-28
3500,2017-07-28
3500,2017-07-28
100,2017-07-28
500,2017-07-28
3000,2017-07-28
100,2017-07-28
500,2017-07-28
100,2017-07-28
2000,2017-07-28
50,2017-07-28
10,2017-07-28
100,2017-07-28
100,2017-07-28
20,2017-07-28
50,2017-07-28
50,2017-07-28
100,2017-07-28
500,2017-07-28
100,2017-07-28
50,2017-07-28
50,2017-07-28
100,2017-07-28
20,2017-07-28
500,2017-07-28
50,2017-07-28
100,2017-07-28
50,2017-07-28
1000,2017-07-28
50,2017-07-28
500,2017-07-28
100,2017-07-28
300,2017-07-28
100,2017-07-28
20,2017-07-28
500,2017-07-28
1000,2017-07-28
200,2017-07-28
100,2017-07-28
20,2017-07-28
100,2017-07-28
200,2017-07-28
50,2017-07-28
100,2017-07-28
50,2017-07-28
100,2017-07-28
100,2017-07-28
25,2017-07-28
100,2017-07-28
100,2017-07-28
150,2017-07-28
50,2017-07-28
50,2017-07-28
100,2017-07-28
100,2017-07-28
100,2017-07-28
100,2017-07-28
100,2017-07-28
125,2017-07-28
50,2017-07-28
50,2017-07-28
50,2017-07-28
20,2017-07-28
50,2017-07-28
500,2017-07-28
150,2017-07-28
20,2017-07-28
50,2017-07-28
500,2017-07-28
50,2017-07-28
